1231006505,0,4a5e1e4baab89f3a32518a88c31bc87f618f76673e2cc77ab2127b7afdeda33b,1,0,204:coinbase,0,0:4104678afdb0fe5548271967f1a67130b7105cd6a828e03909a67962e0ea1f61deb649f6bc3f4cef38c4f35504e51ec112de5c384df7ba0b8d578a4c702b6bf11d5fac,50.0,pubkey
1231469665,1,0e3e2357e806b6cdb1f70b54c3a3a17b6714ee1f0e68bebb44a74b1efd512098,1,0,134:coinbase,0,0:410496b538e853519c726a2c91e61ec11600ae1390813a627c66fb8be7947be63c52da7589379515d4e0a604f8141781e62294721166bf621e73a82cbf2342c858eeac,50.0,pubkey
1231469744,2,9b0fc92260312ce44e74ef369f5c66bbb85848f2eddd5a7a1cde251e54ccfdd5,1,0,134:coinbase,0,0:41047211a824f55b505228e4c3d5194c1fcfaa15a456abdf37f9b9d97a4040afc073dee6c89064984f03385237d92167c13e236446b417ab79a0fcae412ae3316b77ac,50.0,pubkey
1231470173,3,999e1c837c76a1b7fbb7e57baf87b309960f5ffefbf2a9b95dd890602272f644,1,0,134:coinbase,0,0:410494b9d3e76c5b1629ecf97fff95d7a4bbdac87cc26099ada28066c6ff1eb9191223cd897194a08d0c2726c5747f1db49e8cf90e75dc3e3550ae9b30086f3cd5aaac,50.0,pubkey
1231470988,4,df2b060fa2e5e9c8ed5eaf6a45c13753ec8c63282b2688322eba40cd98ea067a,1,0,134:coinbase,0,0:4104184f32b212815c6e522e66686324030ff7e5bf08efb21f8b00614fb7690e19131dd31304c54f37baa40db231c918106bb9fd43373e37ae31a0befc6ecaefb867ac,50.0,pubkey
1231471428,5,63522845d294ee9b0188ae5cac91bf389a0c3723f084ca1025e7d9cdfe481ce1,1,0,134:coinbase,0,0:410456579536d150fbce94ee62b47db2ca43af0a730a0467ba55c79e2a7ec9ce4ad297e35cdbb8e42a4643a60eef7c9abee2f5822f86b1da242d9c2301c431facfd8ac,50.0,pubkey
1231471789,6,20251a76e64e920e58291a30d4b212939aae976baca40e70818ceaa596fb9d37,1,0,134:coinbase,0,0:410408ce279174b34c077c7b2043e3f3d45a588b85ef4ca466740f848ead7fb498f0a795c982552fdfa41616a7c0333a269d62108588e260fd5a48ac8e4dbf49e2bcac,50.0,pubkey
1231472369,7,8aa673bc752f2851fd645d6a0a92917e967083007d9c1684f9423b100540673f,1,0,134:coinbase,0,0:4104a59e64c774923d003fae7491b2a7f75d6b7aa3f35606a8ff1cf06cd3317d16a41aa16928b1df1f631f31f28c7da35d4edad3603adb2338c4d4dd268f31530555ac,50.0,pubkey
1231472743,8,a6f7f1c0dad0f2eb6b13c4f33de664b1b0e9f22efad5994a6d5b6086d85e85e3,1,0,134:coinbase,0,0:4104cc8d85f5e7933cb18f13b97d165e1189c1fb3e9c98b0dd5446b2a1989883ff9e740a8a75da99cc59a21016caf7a7afd3e4e9e7952983e18d1ff70529d62e0ba1ac,50.0,pubkey
1231473279,9,0437cd7f8525ceed2324359c2d0ba26006d92d856a9c20fa0241106ee5a597c9,1,0,134:coinbase,0,0:410411db93e1dcdb8a016b49840f8c53bc1eb68a382e97b1482ecad7b148a6909a5cb2e0eaddfb84ccf9744464f82e160bfa9b8b64f9d4c03f999b8643f656b412a3ac,50.0,pubkey
1231473952,10,d3ad39fa52a89997ac7381c95eeffeaf40b66af7a57e9eba144be0a175a12b11,1,0,134:coinbase,0,0:4104fcc2888ca91cf0103d8c5797c256bf976e81f280205d002d85b9b622ed1a6f820866c7b5fe12285cfa78c035355d752fc94a398b67597dc4fbb5b386816425ddac,50.0,pubkey
1231474360,11,f8325d8f7fa5d658ea143629288d0530d2710dc9193ddc067439de803c37066e,1,0,134:coinbase,0,0:41046cc86ddcd0860b7cef16cbaad7fe31fda1bf073c25cb833fa9e409e7f51e296f39b653a9c8040a2f967319ff37cf14b0991b86173462a2d5907cb6c5648b5b76ac,50.0,pubkey
1231474888,12,3b96bb7e197ef276b85131afd4a09c059cc368133a26ca04ebffb0ab4f75c8b8,1,0,134:coinbase,0,0:410478ebe2c28660cd2fa1ba17cc04e58d6312679005a7cad1fd56a7b7f4630bd700bcdb84a888a43fe1a2738ea1f3d2301d02faef357e8a5c35a706e4ae0352a6adac,50.0,pubkey
1231475020,13,9962d5c704ec27243364cbe9d384808feeac1c15c35ac790dffd1e929829b271,1,0,134:coinbase,0,0:4104c5a68f5fa2192b215016c5dfb384399a39474165eea22603cd39780e653baad9106e36947a1ba3ad5d3789c5cead18a38a538a7d834a8a2b9f0ea946fb4e6f68ac,50.0,pubkey
1231475589,14,e1afd89295b68bc5247fe0ca2885dd4b8818d7ce430faa615067d7bab8640156,1,0,134:coinbase,0,0:41043e8ac6b8ea64e85928b6469f17db0096de0bcae7d09a4497413d9bba49c00ffdf9cb0ce07c404784928b3976f0beea42fe2691a8f0430bcb2b0daaf5aa02b30eac,50.0,pubkey
1231562746,15,50748b7a193a0b23f1e9494b51131d2f954cc6cf4792bacc69d207d16002080d,1,0,134:coinbase,0,0:4104e0041b4b4d9b6feb7221803a35d997efada6e2b5d24f5fc7205f2ea6b62a1adc9983a7a7dab7e93ea791bed5928e7a32286fa4facadd16313b75b467aea77499ac,50.0,pubkey
1231562758,16,e79fc1dad370e628614702f048edc8e98829cf8ea8f6615db19f992b1be92e44,1,0,134:coinbase,0,0:4104977367164ca24f1f2de2e2cfb9e5c3f22d510d3f33683de200283100af0c8667dba7e4e389fa9953c6cb83d6ea72990e139f529b58cfbbac27607a28207b2a37ac,50.0,pubkey
1231563791,17,a3e0b7558e67f5cadd4a3166912cbf6f930044124358ef3a9afd885ac391625d,1,0,134:coinbase,0,0:41045ca3b93e90fe9785734e07c8e564fd72a0d68a200bf907ee01dabab784ad5817f59a41f4f7e04edc3e9b80cc370c281b0f406eb58187664bdf93decc5bb63264ac,50.0,pubkey
1231564334,18,f925f26deb2dc4696be8782ab7ad9493d04721b28ee69a09d7dfca51b863ca23,1,0,134:coinbase,0,0:4104cf37a46b304e4dad17e081361502d0eff20af2b1360c7b18392a29f9f08ae5a95aa24f859533dabbc8585598bf8c5c71c0e8d89d3655889aee8c49fd948f59feac,50.0,pubkey
1231564974,19,9b9e461221e5284f3bfe5656efdc8c7cc633b2f1beef54a86316bf2ae3a3e230,1,0,134:coinbase,0,0:4104f5efde0c2d30ab28e3dbe804c1a4aaf13066f9b198a4159c76f8f79b3b20caf99f7c979ed6c71481061277a6fc8666977c249da99960c97c8d8714fda9f0e883ac,50.0,pubkey
1231565995,20,ee1afca2d1130676503a6db5d6a77075b2bf71382cfdf99231f89717b5257b5b,1,0,134:coinbase,0,0:410408ab2f56361f83064e4ce51acc291fb57c2cbcdb1d6562f6278c43a1406b548fd6cefc11bcc29eb620d5861cb9ed69dc39f2422f54b06a8af4f78c8276cfdc6bac,50.0,pubkey
1231566553,21,e0175970efb4417950921bfcba2a3a1e88c007c21232ff706009cc70b89210b4,1,0,134:coinbase,0,0:41042b08ebb6ada0057e47a125d0a2e99dd2b86c201d41aaf7aa295c625c2c2f1997a8bc6cb9dbda889669989b8d12804c400168e54b093ad05d1170c516abca7d28ac,50.0,pubkey
1231567467,22,9e2eaf1d7e5178a2d116f331c340f1f7fd6de7540783ac36a7054fe9a4d64943,1,0,134:coinbase,0,0:4104aef905809d1004da2b0187dd5198e0f5b11ab291230cdcd9606bbc99acd15bc91f951de6307f5adae03f2e18d523ec8778e7d8e9b7c24ba282c8eaa9bcded840ac,50.0,pubkey
1231567611,23,e1cf3476234d8446653ad52a8939ed792003eefdcd0e897319ab9d2cb4c14c8c,1,0,134:coinbase,0,0:41041a24b5639c12b2b0a612011eb780a682020b6312782fef0bc29a75eee7cf66abd081121a0b7b5c3076e055648379c25ed52eff8d2b11871e5a7e0c8604f4053fac,50.0,pubkey
1231568277,24,43c39b8b3728c6cb26fae0fc18803ca6cf43e15fde218e3dfbd54e633cf6753e,1,0,134:coinbase,0,0:41049523af765da5408d0a4f9d33af2e103c57b8b31877969173e7a7c313bf09a9803dcceec9b29d0fab4737173e3cb6dcc11ab7f233d8b1d715748ca4d715770ac3ac,50.0,pubkey
1231568646,25,9b0f52332d7d013b49016416c4818b5abb80b01ca526b7b813830348ad2321be,1,0,134:coinbase,0,0:4104bff063a080c07aa9d8e7038c9d1bd7e5076fc28dd3e905b76517ad958e9df65e83abefcdbdcd7310231aaaf16a53e9bc24598826a3291e5dab338675618e7f12ac,50.0,pubkey
1231570450,26,67c1e8143bb6ad221a4ce77d6c8be68f2e25e0743f51b2db1a7b22bab59014dc,1,0,134:coinbase,0,0:41040baf81984793a57324f886d6a9a040513258dc310fd95e66955f9890d51a4efcc9d5bf69da30be69e16e426770b9927c18d0a06c610c6d7ebfbc6a59023a4ad0ac,50.0,pubkey
1231570573,27,230cf03a6ce420eaa42e3c64feebb47920f3470efb4323b4574b4b6e5a004f65,1,0,134:coinbase,0,0:4104a43f4de451f220ee2606ed79883797000e57a17ad8d418eb2de21339a045fd1e399953a0b9474b2e1fa510696c1eb4812dcd0ea4fda1932344bbd914f52e4e2fac,50.0,pubkey
1231601457,28,f399cb6c5bed7bb36d44f361c29dd5ecf12deba163470d8835b7ba0c4ed8aebd,1,0,134:coinbase,0,0:4104d3a4fd2722f5754102b96cd8b8ec7ea870c10ed5363290b8ac92eaf6b1202a569ed95ed4957c644df7fc0794774b03bf9f63baf7a55cde9e5076774f67987b34ac,50.0,pubkey
1231601503,29,c361e2f4581f035dd58b99788347884e046e47b4c17ec347344ff8b24cd377ec,1,0,134:coinbase,0,0:41048e2c3ad3142a375ee969eccb3e14470971d898bc67077f28293245b97afbc509d180829f4cd419c208c8302728dd51a6d88392fb30a09d3ec27dd23fb2346d03ac,50.0,pubkey
1231602122,30,f5e26c8b82401c585235c572ba8265f16f7d9304ed8e31c198eab571754f5331,1,0,134:coinbase,0,0:41042cf59fafd089a348c5834283573608e89a305c60a034604c7d22dde50998f1b9bb74681986ca1884a6b1df8ce7f1b79a2277057de855a634626e7a5851c1e716ac,50.0,pubkey
